CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
Ishitva,FinTech,Pre-series A,1000000.0,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,Jitesh Dadlani,Inflection Point Ventures,2018.0
Ola Electric,FinTech,Unknown,200000000.0,Bangalore,Sustainability for the future.,2021,Bhavish Aggarwal,"Falcon Edge, Softbank",2017.0
leap.club,FinTech,Pre-series A,810000.0,Gurugram,A community-led professional network for women,2021,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",2014.0
F5,FinTech,Pre-series A,600000.0,New Delhi,One-Stop Solution for Daily Workplace Needs,2021,"Raghav Arora, Lalit Aggarwal",Auxano Capital,2018.0
ForeignAdmits,FinTech,Seed,400000.0,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,2018.0
SALT,FinTech,Pre-seed,500000.0,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",2019.0
EarnWealth,FinTech,Pre-series A,500000.0,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,Rajesh P Nair,,2014.0
Visit Health,"Health, Wellness & Fitness",Unknown,7500000.0,New Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies,2015.0
Crater.Club,FinTech,Seed,700000.0,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,"Vignesh Prasad, Vivan Puri",LC Nueva AIF,2020.0
NFTically,FinTech,Seed,1000000.0,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal",2021.0
ReshaMandi,FinTech,Series A,30000000.0,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",2020.0
Zetwerk,FinTech,Unknown,600000000.0,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,Amrit Acharya,TradeCred,2018.0
Hubilo,FinTech,Series B,125000000.0,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital,2020.0
M2P Fintech,FinTech,Series C,35000000.0,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,Madhusudanan R,Tiger Global,2015.0
Open Financial Technologies,FinTech,Series C,90000000.0,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021,Anish Achuthan,"Temasek, Google, SBI Investment",2017.0
Niro,FinTech,Seed,3500000.0,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021,"Aditya Kumar, Sankalp Mathur",Elevar Equity,2021.0
Wiingy,FinTech,Unknown,400000.0,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,Asit Biswal,Aroa Ventures,2021.0
CarDekho,FinTech,Series E,250000000.0,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,"Amit Jain, Anurag Jain",,2008.0
Melorra,FinTech,Unknown,24000000.0,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest",2015.0
AnKa SumMor,FinTech,Pre-series A,1000000.0,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,"Rajiv Joshi, Ashok George",Inflection Point Ventures,2017.0
Toch.ai,FinTech,Series A,11000000.0,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",,2016.0
Playto Labs,FinTech,Seed,500000.0,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,Pavan Ponnaganti,Inflection Point Ventures,2021.0
Fraazo,FinTech,Series B,50000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,2020.0
Arcana,FinTech,Unknown,2300000.0,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",2019.0
FloCareer,FinTech,Series A,5700000.0,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2021,"Mohit Jain,  Mehul Bhatt",Data Point Capital,2018.0
Nap Chief,FinTech,Seed,200000.0,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,Raghav Gupta,Titan Capital,2019.0
AcknoLedger,FinTech,Seed,1500000.0,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",2021.0
ApplicateAI,FinTech,Series A,30000000.0,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,"Madhusudan Atmakuri, Ranjeet Kumar",,2014.0
VLCC Health Care,"Health, Wellness & Fitness",Unknown,4000000.0,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,Vandana Luthra,,1989.0
Duroflex,FinTech,Unknown,60000000.0,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,P. C. Mathew,Norwest Venture Partners,1963.0
Aviom India,FinTech,Series C,8000000.0,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,Kajal Ilmi,Sabre Partners,2016.0
Onato,FinTech,Unknown,2200000.0,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore",2021.0
Mestastop Solutions,FinTech,Unknown,100000.0,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,Dr Arnab Roy Chowdhury,CIIE.CO,2018.0
SaaS Labs,FinTech,Series A,17000000.0,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",2016.0
Devnagri,FinTech,Seed,600000.0,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV",2017.0
CRED,FinTech,Series E,250000000.0,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,Kunal Shah,"Tiger Global, Falcon Edge",2018.0
ConveGenius,FinTech,Pre-seed,5000000.0,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital",2013.0
Totality,FinTech,Unknown,1000000.0,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,Anshul Rustaggi,"Leo Capital, Mayfield Fund",2017.0
CredAble,FinTech,Series B,30000000.0,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",2017.0
MarketWolf,FinTech,Seed,5500000.0,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",2017.0
Wondrlab,FinTech,Pre-series A,7000000.0,Mumbai,India's largest platform-first martech startup,2021,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",2020.0
SUN Mobility,FinTech,Unknown,50000000.0,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,Chetan Maini,Vitol,2017.0
Tamasha,FinTech,Pre-series A,3000000.0,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures,2020.0
Revfin,FinTech,Pre-series A,4000000.0,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",2017.0
Yu Foodlabs,FinTech,Pre-series A,1000000.0,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil",2020.0
MergerDomo,FinTech,Unknown,500000.0,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,Hormazd Charna,Nadir B Godrej,2018.0
FarMart,FinTech,Series A,10000000.0,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,2015.0
Questt,FinTech,Series A,6750000.0,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,2020.0
IDfy,FinTech,Series D,10000000.0,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,Ashok Hariharan,"TransUnion, Blume Ventures",2011.0
ClearDekho,FinTech,Pre-series A,4000000.0,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,"Saurabh Dayal, Shivi Singh",Aroa Ventures,2016.0
BookingJini,FinTech,Pre-series A,1200000.0,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network,2017.0
Sourcewiz,FinTech,Seed,3000000.0,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",2021.0
Tvasta,FinTech,Unknown,400000.0,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,2016.0
Kafqa Academy,FinTech,Seed,1300000.0,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital",2021.0
Trell,FinTech,Unknown,100000000.0,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,2016.0
Storia,FinTech,Series A,6000000.0,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,Vishal Shah,Sixth Sense Ventures,2016.0
Clear,FinTech,Series C,75000000.0,Bangalore,India’s leading FinTech SaaS platform,2021,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",2011.0
Groww,FinTech,Series E,250000000.0,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,2016.0
The Indus Valley,FinTech,Unknown,1100000.0,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels",2016.0
BharatPe,FinTech,Unknown,10000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services,2018.0
Teachmint,FinTech,Series B,78000000.0,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",2020.0
Porter,FinTech,Series E,100000000.0,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",2014.0
O4S,FinTech,Series A,6000000.0,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",2017.0
Wobb,FinTech,Pre-seed,200000.0,Gurugram,The platform for marketers to find and work with influencers,2021,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",2020.0
BASIC Home Loan,FinTech,Series A,3500000.0,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",2020.0
Siply,FinTech,Pre-series A,3200000.0,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",2020.0
BankSathi,FinTech,Unknown,500000.0,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya",2020.0
Gramophone,FinTech,Unknown,10000000.0,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,"Tauseef Khan, Harshit Gupta",Z3Partners,2016.0
Healofy,FinTech,Series B,6000000.0,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",2016.0
E42,FinTech,Series A,5400000.0,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,2012.0
Spottabl,FinTech,Seed,400000.0,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",2017.0
DeHaat,FinTech,Series D,115000000.0,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",2012.0
Shumee,FinTech,Unknown,3000000.0,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,Meeta Sharma Gupta,Dia Mirza,2014.0
Zolve,FinTech,Series A,40000000.0,Bangalore,World's first cross-border Neobank,2021,Raghunandan G,DST Global,2020.0
Instoried,FinTech,Unknown,8000000.0,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,Sharmin Ali,"Pritt Investment Partners, 9Unicorns",2018.0
SportZchain,FinTech,Pre-seed,400000.0,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",2021.0
Hypto,FinTech,Seed,3000000.0,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,2018.0
CHUPPS,FinTech,Pre-series A,1100000.0,Mumbai,D2C footwear brand,2021,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,2016.0
Zenduty,FinTech,Pre-series A,1900000.0,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,2019.0
R for Rabbit,FinTech,Unknown,5000000.0,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021,Kunal Popat,Xponentia Capital Partners,2014.0
Acko,FinTech,Series D,255000000.0,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",2016.0
LoveLocal,FinTech,Pre-series B,18000000.0,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021,Akanksha Hazari,Vulcan Capital,2015.0
SupplyNote,FinTech,Pre-series A,1200000.0,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,2015.0
Vakilsearch,FinTech,Unknown,10000000.0,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021,Hrishikesh Datar,InCorp India,2010.0
Cloudphysician,FinTech,Pre-series A,4000000.0,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,2017.0
Wiggles.in,FinTech,Pre-series A,5500000.0,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021,Anushka Iyer,Anthill Ventures,2018.0
Avanti Finance,FinTech,Series A2,15000000.0,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",2017.0
Vanity Wagon,FinTech,Pre-series A,700000.0,New Delhi,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2021,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,2018.0
Purplle,FinTech,Unknown,70000000.0,Mumbai,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2021,"Rahul Dash, Manish Taneja",Kedaara,2012.0
Wallmantra,FinTech,Unknown,3000000.0,Noida,WallMantra is a well reputed wall decoration online store in India.,2021,Shivam Agarwal,Velocity,2013.0
MFine,FinTech,Series C,48000000.0,Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2021,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",2017.0
Aquatein,FinTech,Seed,3000000.0,Mumbai,India's First Protein Water in 21g and 10g Variants with BCAA.,2021,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,2019.0
Mentza,FinTech,Seed,400000.0,Mumbai,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2021,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,2020.0
ConnectedH,FinTech,Seed,2300000.0,Gurugram,Connect different sectors of healthcare system and give the patients complete control over their information.,2021,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",2018.0
CredAvenue,FinTech,Series A,90000000.0,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",2017.0
Vedantu,FinTech,Series E,100000000.0,Bangalore,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2021,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,2011.0
Exotel,FinTech,Series C,35000000.0,Bangalore,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2021,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",2011.0
Fantasy Akhada,FinTech,Series A,2000000.0,Gurugram,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2021,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,2020.0
Meesho,FinTech,Unknown,570000000.0,Bangalore,Meesho is India’s largest marketplace for longtail products.,2021,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",2015.0
PumPumPum,FinTech,Unknown,3000000.0,Gurugram,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,2021,Tarun Lawadia,LC Nueva AIF,2018.0
Cusmat,FinTech,Pre-series A,100000.0,Hyderabad,CUSMAT is India’s largest immersive skilling and training platform.,2021,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,2016.0
Homeville,FinTech,Unknown,7000000.0,Mumbai,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2021,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",2017.0
Coinshift,FinTech,Seed,2500000.0,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",2021.0
Strip Finance,FinTech,Seed,400000.0,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",2021.0
Ola Electric,FinTech,Unknown,200000000.0,Bangalore,Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,Bhavish Aggarwal,"Falcon Edge, Softbank",2017.0
Kolo,FinTech,Pre-seed,550000.0,Bangalore,Home construction app for finding ideas and service providers near you,2021,"Pranav Garg, Jery Althaf",Better Capital,2020.0
Chqbook,FinTech,Pre-series B,5000000.0,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",2017.0
My3DSelfie,FinTech,Pre-series A,3000000.0,Guwahati,World's first to create 3d figurine from photos,2021,Harsha P Deka,"NEVF, AccelNest",2016.0
EV Plugs,FinTech,Unknown,150000.0,Gurugram,EV charging station aggregator platform,2021,"Manish Narang, Kapil Narang, Ashwani Arora",,2021.0
Rulezero,FinTech,Seed,2500000.0,Bangalore,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2021,"Satish Mugulavalli, Srinivas Katta",The Treasury,2019.0
CredRight,FinTech,Unknown,2700000.0,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2021,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts",2016.0
Karbon Card,FinTech,Pre-series A,12000000.0,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",2019.0
Auntie Fung,FinTech,Unknown,400000.0,Bangalore,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2021,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,2015.0
ePayLater,FinTech,Series B,10000000.0,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2021,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",2015.0
Fittr,"Health, Wellness & Fitness",Series A,11000000.0,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2021,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",2016.0
Medikabazaar,FinTech,Series C,75000000.0,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2021,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",2014.0
Nimble Growth Organics,FinTech,Seed,3000000.0,Bangalore,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,2021,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",,2016.0
Delhivery,FinTech,Unknown,125000000.0,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,Sahil Barua,"Lee Fixel’s venture capital firm, Addition",2011.0
Akudo,FinTech,Seed,4200000.0,Bangalore,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2021,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",2020.0
Sanctum Wealth,FinTech,Unknown,10000000.0,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2021,Shiv Gupta,The Xander Group,2016.0
88academics,FinTech,Pre-series A,3000000.0,New Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2021,Anil Ahuja,Aarin Capital,2018.0
Upgame,FinTech,Unknown,3000000.0,Gurugram,Upgame is the leading data intelligence and practice tracking platform for golfers,2021,Sameer Sawhney,"James Milner, Adam Lallana",2017.0
Sanfe,"Health, Wellness & Fitness",Series A,1000000.0,New Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2021,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",2018.0
PredictiVu,FinTech,Pre-seed,1500000.0,Gurugram,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",2021,,Kunal Sarkar,2020.0
Sterling Accuris Wellness,FinTech,Unknown,30000000.0,Ahmedabad,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",2021,Girish Patel,Morgan Stanley Private Equity Asia,2016.0
Bijnis,FinTech,Series B,30000000.0,New Delhi,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,2021,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,2015.0
Capital Float,FinTech,Unknown,50000000.0,Bangalore,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2021,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,2013.0
Manch Technologies,FinTech,Pre-series A,1000000.0,Bangalore,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",2021,Suresh Anantpurkar,Bharat Inclusion,2017.0
Sochcast,FinTech,Unknown,3000000.0,Online Media	#REF!,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",2021,"Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed,2020.0
Glamyo Health,FinTech,Series A,3000000.0,New Delhi,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,2021,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,2019.0
